lat,lng,csq
23.7311583,90.3920133,"21,99"
23.7310733,90.3920183,N/A
23.731045,90.3920283,N/A
23.73097,90.39203,"25,99"
23.7306783,90.3920417,N/A
23.73054,90.392045,N/A
23.7303983,90.39205,"31,99"
23.7301233,90.3920733,N/A
23.72999,90.3921,N/A
23.72989,90.3921267,"31,99"
23.7297167,90.3921983,N/A
23.729635,90.3922283,N/A
23.7295567,90.3922517,"31,99"
23.7294317,90.39229,N/A
23.7293967,90.3922983,N/A
23.7293733,90.3923233,"31,99"
23.7292583,90.3923933,N/A
23.72918,90.3924383,N/A
23.72911,90.392485,"31,99"
23.728985,90.392575,N/A
23.7289583,90.39261,N/A
23.72893,90.39264,"31,99"
23.7288483,90.3927333,N/A
23.7288083,90.392815,N/A
23.7287833,90.3928483,"31,99"
23.728605,90.3930167,N/A
23.7285333,90.393085,N/A
23.728475,90.3931517,"31,99"
23.7284,90.3932033,N/A
23.72834,90.3932433,N/A
23.7282933,90.3932833,"30,99"
23.728195,90.3934267,N/A
23.72816,90.3935467,N/A
23.72813,90.3936567,"23,99"
23.7280483,90.393865,N/A
23.72801,90.3939367,N/A
23.7279667,90.3939833,"23,99"
23.727935,90.39415,N/A
23.727925,90.394245,N/A
23.7279117,90.3943,"28,99"
23.7278917,90.3943733,N/A
23.7278717,90.3945,N/A
23.72787,90.39456,"28,99"
23.7278567,90.3948733,N/A
23.7278533,90.3949983,N/A
23.7278433,90.395145,"28,99"
23.7278067,90.3954,N/A
23.727805,90.3955117,N/A
23.7277967,90.39562,"27,99"
23.7277933,90.3958283,N/A
23.727825,90.3959533,N/A
23.7278933,90.396105,"29,99"
23.7280733,90.3963583,N/A
23.72816,90.3964783,N/A
23.7282233,90.396565,"31,99"
23.7282967,90.3966517,N/A
23.7283367,90.396685,N/A
23.7283567,90.39675,"31,99"
23.7283533,90.3968867,N/A
23.728305,90.3969633,N/A
23.72824,90.397045,"31,99"
23.7280933,90.3971883,N/A
23.728005,90.3972817,N/A
23.727925,90.3973617,"31,99"
23.72784,90.39746,N/A
23.727765,90.3975617,"31,99"
23.7277733,90.397555,N/A
23.7277733,90.3975567,N/A
23.7277717,90.3975617,"31,99"
23.7277883,90.3975567,N/A
23.72779,90.39756,N/A
23.7277533,90.3975233,"31,99"
23.7277067,90.3975367,N/A
23.7276883,90.3975483,N/A
23.7276383,90.3976617,"31,99"
23.72754,90.3977967,N/A
23.7274917,90.3978867,N/A
23.72743,90.39797,"29,99"
23.7274283,90.3981017,N/A
23.7274567,90.3981767,N/A
23.72748,90.3982667,"31,99"
23.727515,90.3984367,N/A
23.7275317,90.3984817,N/A
23.7275367,90.3985217,"28,99"
23.7276133,90.3986067,N/A
23.7276383,90.3986967,N/A
23.7276567,90.3988267,"29,99"
23.727705,90.3990933,N/A
23.7277283,90.3992183,N/A
23.7277517,90.3993317,"31,99"
23.7277717,90.3994367,N/A
23.7277967,90.3995133,N/A
23.7278267,90.3996217,"31,99"
23.7278867,90.39986,N/A
23.7279467,90.3999983,N/A
23.7279783,90.400085,"31,99"
23.728055,90.4002617,N/A
23.728105,90.4003133,N/A
23.72815,90.4003667,"31,99"
23.7282383,90.4004767,N/A
23.7282467,90.4005167,N/A
23.72824,90.4005617,"27,99"
23.7281833,90.4007183,N/A
23.728155,90.4008067,N/A
23.72815,90.4008883,"25,99"
23.72818,90.4010167,N/A
23.7281817,90.4010867,N/A
23.72818,90.401165,"29,99"
23.7282017,90.4013733,N/A
23.728215,90.4015017,N/A
23.728215,90.4016367,"27,99"
23.7282317,90.401925,N/A
23.7282417,90.4020567,N/A
23.7282467,90.402195,"30,99"
23.7282783,90.4024483,N/A
23.7282867,90.40259,N/A
23.7282917,90.4027517,"28,99"
23.72831,90.4031517,N/A
23.7283267,90.4033367,N/A
23.7283317,90.4035233,"20,99"
23.7283383,90.40384,N/A
23.7283267,90.4039517,N/A
23.7283183,90.4040317,"22,99"
23.72828,90.40415,N/A
23.7282767,90.40419,N/A
23.7282583,90.4042467,"31,99"
23.7282133,90.4042917,N/A
23.7281833,90.4043233,N/A
23.7281467,90.4043917,"31,99"
23.7280483,90.4045767,N/A
23.72801,90.4046917,N/A
23.7279783,90.4048267,"31,99"
23.72795,90.4051417,N/A
23.7279383,90.4053083,N/A
23.72794,90.4054717,"31,99"
23.72793,90.40581,N/A
23.7279417,90.4059817,N/A
23.727945,90.40614,"30,99"
23.727935,90.406455,N/A
23.72793,90.40671,N/A
23.72792,90.4068817,"24,99"
23.7279017,90.407215,N/A
23.7279167,90.407405,N/A
23.7278783,90.4076417,"28,99"
23.7278833,90.4080567,N/A
23.7278733,90.4082583,N/A
23.727865,90.408465,"24,99"
23.7278433,90.40886,N/A
23.7278367,90.4090633,N/A
23.727835,90.4092733,"25,99"
23.72782,90.4096633,N/A
23.72782,90.4098433,N/A
23.7278183,90.41001,"25,99"
23.7278183,90.4102333,N/A
23.7278217,90.4102967,N/A
23.72781,90.4103467,"31,99"
23.7278267,90.41034,N/A
23.727835,90.410345,N/A
23.7278367,90.4103567,"31,99"
23.7278317,90.410395,N/A
23.7278233,90.4104067,N/A
23.727815,90.410435,"31,99"
23.7277867,90.4105017,N/A
23.7277967,90.4105467,N/A
23.727795,90.4106,"31,99"
23.727885,90.4106567,N/A
23.727985,90.4106217,N/A
23.7280817,90.4105817,"31,99"
23.7283233,90.4104917,N/A
23.7284867,90.41047,N/A
23.7286533,90.4104567,"31,99"
23.72902,90.4104717,N/A
23.7291683,90.410455,N/A
23.72932,90.4104167,"31,99"
23.7296183,90.4103617,N/A
23.7344617,90.410435,"31,99"
23.7346067,90.4104183,N/A
23.7347367,90.4104417,N/A
23.7349133,90.41042,"20,99"
23.7352367,90.4104017,N/A
23.7353833,90.4103967,N/A
23.735555,90.4104217,"20,99"
23.735845,90.4104,N/A
23.7359167,90.4104133,N/A
23.735955,90.410425,"31,99"
23.7360017,90.4104467,N/A
23.736005,90.4104517,N/A
23.7360067,90.4104633,"31,99"
23.7360067,90.41048,N/A
23.7360017,90.4104833,N/A
23.7360017,90.4104833,"31,99"
23.7360033,90.4105017,N/A
23.7360083,90.4104933,N/A
23.7360083,90.410475,"31,99"
23.736005,90.4104317,N/A
23.736005,90.4104317,N/A
23.7360033,90.4104283,"31,99"
23.736,90.41043,N/A
23.7360033,90.4104333,N/A
23.7360017,90.4104367,"31,99"
23.7360083,90.41044,N/A
23.736015,90.41043,N/A
23.7360167,90.4104283,"31,99"
23.73602,90.410425,N/A
23.7360233,90.4104217,N/A
23.7360183,90.4104267,"31,99"
23.7359933,90.4104467,N/A
23.7359917,90.4104433,N/A
23.7359967,90.410435,"31,99"
23.736,90.410435,N/A
23.7360017,90.410435,N/A
23.7359983,90.4104383,"31,99"
23.7359917,90.4104367,N/A
23.7359867,90.41043,N/A
23.73598,90.4104267,"31,99"
23.7359717,90.410425,N/A
23.735975,90.4104233,N/A
23.73597,90.41042,"31,99"
23.7359483,90.41043,N/A
23.7359383,90.4104333,N/A
23.735945,90.4104317,"31,99"
23.7359417,90.41045,N/A
23.73593,90.4104567,N/A
23.7359367,90.4104617,"31,99"
23.7359717,90.410395,N/A
23.73597,90.4104083,N/A
23.73596,90.4104567,"31,99"
23.7359467,90.4105067,N/A
23.7359567,90.4105233,N/A
23.7359583,90.410535,"31,99"
23.7359583,90.41052,N/A
23.7359533,90.41053,N/A
23.7359367,90.4105267,"31,99"
23.7359167,90.41053,N/A
23.735905,90.4105333,N/A
23.7359033,90.4105333,"31,99"
23.735895,90.4105267,N/A
23.7359067,90.4105133,N/A
23.7359183,90.41051,"31,99"
23.7359317,90.4105017,N/A
23.735935,90.410485,N/A
23.73593,90.4104783,"31,99"
23.7359167,90.4104967,N/A
23.7359333,90.4105,N/A
23.7359683,90.410495,"31,99"
23.7361233,90.41051,N/A
23.7362033,90.410525,N/A
23.7363033,90.41053,"31,99"
23.7365167,90.4105217,N/A
23.7366433,90.4105017,N/A
23.73676,90.4104933,"31,99"
23.7369517,90.4105117,N/A
23.7370167,90.4105183,N/A
23.737065,90.4105317,"31,99"
23.7371383,90.410585,N/A
23.7371667,90.410645,N/A
23.7371867,90.410705,"31,99"
23.7371967,90.4108767,N/A
23.7371733,90.4109817,N/A
23.7371417,90.4111083,"31,99"
23.7370617,90.411435,N/A
23.7370017,90.4116317,N/A
23.73695,90.4118067,"31,99"
23.7368467,90.41213,N/A
23.7368183,90.41231,N/A
23.7367683,90.412485,"25,99"
23.7366483,90.41285,N/A
23.7366133,90.4130517,N/A
23.7365883,90.4132583,"31,99"
23.736435,90.4137467,N/A
23.7363517,90.413975,N/A
23.736285,90.4141667,"31,99"
23.73623,90.4145,N/A
23.7361733,90.414665,N/A
23.73617,90.414795,"31,99"
23.7361567,90.415105,N/A
23.7361533,90.41524,N/A
23.7360833,90.4153983,"31,99"
23.7359833,90.4156083,N/A
23.7359283,90.4157217,N/A
23.7358767,90.4158533,"31,99"
23.7357617,90.41615,N/A
23.7356967,90.416305,N/A
23.735615,90.41645,"31,99"
23.7354283,90.4167567,N/A
23.735335,90.4169217,N/A
23.7352617,90.4170617,"31,99"
23.7351633,90.41728,N/A
23.7351283,90.417375,N/A
23.7351017,90.4174467,"31,99"
23.7351667,90.4175167,N/A
23.7352283,90.417535,N/A
23.735275,90.4175583,"31,99"
23.7353917,90.4176067,N/A
23.735495,90.4176483,N/A
23.7355967,90.417695,"31,99"
23.7358,90.4177833,N/A
23.7359183,90.4178233,N/A
23.736025,90.417885,"31,99"
23.73627,90.4180017,N/A
23.736385,90.4180633,N/A
23.7364817,90.418135,"31,99"
23.7366633,90.418245,N/A
23.73674,90.4183133,N/A
23.736815,90.418385,"31,99"
23.736955,90.41849,N/A
23.737005,90.4185317,N/A
23.737065,90.41854,"26,99"
23.7371517,90.418565,N/A
23.7371617,90.4185633,N/A
23.7371867,90.41856,"31,99"
23.73722,90.4185783,N/A
23.737235,90.4185917,N/A
23.737255,90.4185967,"31,99"
23.73727,90.4186533,N/A
23.7372517,90.4186967,N/A
23.737225,90.4187433,N/A
23.737145,90.418835,N/A
23.7368467,90.41916,N/A
23.7367933,90.4192117,N/A
23.7366017,90.419435,N/A
23.7355,90.4207717,N/A
23.7355133,90.4208033,N/A
23.7355433,90.4209133,N/A
23.736305,90.42087,N/A
23.7363267,90.4208617,N/A
23.736395,90.4208467,N/A
